ADDRESS_ID,ADDRESS_TYPE,BUILDING_NUMBER,BLOCK_NAME,ADDRESS_LINE1,ADDRESS_LINE2,STREET_NAME,CITY_NAME,STATE_NAME,POSTAL_CODE,COUNTRY_CODE,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
63323991102,Home_Res,8,1 Kedzie Plaza,99751 Rieder Drive,Way,Kon'kovo,Nizhnekamsk,Bashkortostan,634000,RU,6/23/2000 21:29,7/11/2017 19:01
51492313004,Other_Nat,7,9180 Burning Wood Pass,7 Aberg Way,Junction,Prospekt Vernadskogo,Mirnyy,Mari EL,211000,RU,4/22/2014 4:48,4/29/2017 1:08
81414342009,Home_Citzn,8,122 Randy Pass,38928 Stuart Parkway,Lane,Timirjazevskoe,Elektrostal,Buryat,496000,RU,8/7/2014 1:35,7/3/2019 6:19
16235324402,Home_Res,404,7 Badeau Trail,655 Stang Lane,Crossing,Caricyno,Kostroma,Buryat,946000,RU,12/23/2013 3:24,5/25/2017 15:03
56317339806,Home_Citzn,33,615 Killdeer Court,144 Luster Drive,Terrace,Levoberezhnoe,Dinskaya,Buryat,941000,RU,1/24/2007 4:56,6/29/2018 11:27
77122956406,Home_Res,7855,516 Grayhawk Way,24555 Sommers Center,Crossing,Ostankinskoe,Nizhneudinsk,Tuva,667000,RU,6/22/2008 21:24,3/9/2020 20:53
75387904003,Work_Nat,4,1128 Northridge Park,55169 Monica Lane,Parkway,Sokolinaja Gora,Otradnaya,Sakha,978000,RU,9/6/2016 9:49,1/4/2019 12:49
25434330007,Gaurdian_Nat,3,28394 Independence Pass,2 Sunbrook Terrace,Drive,Fili Davydkovo,Zimovniki,Altai,258000,RU,5/2/2009 10:32,3/22/2017 7:36
12396710803,Work_Nat,365,923 Springview Lane,96967 Bonner Lane,Park,Ramenki,Kislovodsk,Ingushetia,946000,RU,9/6/2002 20:13,8/31/2019 15:15
69411045101,Home_Res,41519,8 Amoth Way,6655 Bluestem Parkway,Court,Vostochnoe,Nesterov,Mordovia,166750,RU,10/23/2003 2:33,9/19/2017 13:32
93482060404,Work_Non-Nat,3,1893 Chinook Junction,89356 Reindahl Drive,Way,Ajeroport,Rodniki,Chuvash,823000,RU,3/12/2014 6:47,9/20/2020 10:15
47745447001,Home_Res,41616,17 Charing Cross Junction,26 Nevada Way,Lane,Mar'ina Roshha,Zernograd,Buryat,385000,RU,11/7/2011 2:25,9/29/2019 19:22
1738768809,Home_Citzn,4367,6 Leroy Junction,1 Pierstorff Court,Trail,Teplyj Stan,Alagir,Khakass,258000,RU,7/27/2005 20:53,3/6/2017 18:05
63972567900,Gaurdian_Nat,2,450 Eastlawn Court,30 Dawn Point,Avenue,Poselenie Kievskij,Urus-Martan,Mari EL,211000,RU,12/18/2010 16:06,1/24/2018 21:45
16289788408,Gaurdian_Nat,926,5 Springview Road,4894 Scott Avenue,Lane,Krylatskoe,Pokrovskoye,Komi,369000,RU,8/6/2011 22:05,4/13/2019 23:44
67721347405,Other_Nat,75,9884 Clyde Gallagher Pass,5774 Manufacturers Street,Point,Danilovskoe,Noyabrsk,Komi,118000,RU,5/1/2007 10:10,12/21/2017 9:56
62505144409,Work_Non-Nat,3,36283 Orin Hill,01 Ilene Lane,Point,Jakimanka,Tayga,Altai,496000,RU,3/23/2008 6:17,1/1/2020 19:07
42971632303,Home_Citzn,3,5683 Glacier Hill Court,9 Thompson Road,Parkway,Chertanovo Severnoe,Primorsko-Akhtarsk,Tatarstan,895000,RU,8/6/2012 17:40,6/12/2019 23:36
6928140403,Work_Non-Nat,49305,8216 Carioca Avenue,04365 Blue Bill Park Plaza,Parkway,Caricyno,Buy,Dagestan,153000,RU,2/20/2020 3:32,1/28/2020 23:39
69419775704,Home_Citzn,5769,3 Hollow Ridge Junction,7474 Village Green Avenue,Junction,Gagarinskoe,Shadrinsk,Adygey,333000,RU,10/26/2005 0:58,12/16/2019 3:11
3641447500,Other_Nat,51731,5 La Follette Point,31 Lakewood Parkway,Place,Troickij okrug,Noginsk,Altai,160000,RU,10/24/2010 16:25,5/30/2020 10:03
6691742809,Gaurdian_Nat,714,54 Nova Court,8964 Grover Center,Court,Jakimanka,Yakutsk,Ingushetia,946000,RU,8/8/2005 4:36,8/14/2019 17:25
4490957602,Other_Non-Nat,15,6721 Superior Trail,4 Ridge Oak Point,Center,Molzhaninovskoe,Osinniki,Mordovia,857000,RU,1/29/2003 12:17,12/5/2018 0:14
84711688102,Other_Non-Nat,24,83245 Warner Pass,35476 Emmet Plaza,Junction,Severnoe,Slavgorod,Sakha,338000,RU,11/23/2012 1:29,7/4/2020 3:49
23868587007,Gaurdian_Non-Nat,2925,814 Arapahoe Plaza,1509 5th Lane,Avenue,Vostochnoe,Krasnogorsk,North-Ossetia-Alania,338000,RU,1/23/2016 2:10,11/9/2019 17:27
15938582005,Home_Res,28941,9767 Mockingbird Court,849 Granby Plaza,Avenue,Dorogomilovo,Kirzhach,Kabardino-Balkar,338000,RU,10/27/2001 19:18,3/31/2020 23:09
84247715204,Home_Citzn,6,0348 Union Center,26371 Prairie Rose Pass,Park,Novokosino,Yuzhno-Sakhalinsk,Chechnya,484000,RU,8/30/2003 0:16,8/8/2018 4:55
17802934405,Gaurdian_Nat,1946,5305 Comanche Plaza,1509 Vermont Parkway,Terrace,Butyrskoe,Petrovsk,Dagestan,741000,RU,9/4/2012 14:09,11/6/2020 20:25
49083443503,Gaurdian_Nat,6368,61 Hoffman Parkway,45 Hollow Ridge Alley,Plaza,Poselenie Moskovskij,Gay,Chuvash,484000,RU,12/14/2007 23:54,3/16/2017 14:52
42918957908,Home_Citzn,18081,72 Mosinee Park,916 Summit Street,Street,Vostochnoe Degunino,Makhachkala,Khakass,297000,RU,2/13/2005 2:30,10/7/2019 8:26
59103215404,Gaurdian_Nat,7692,3263 David Drive,9358 Main Lane,Plaza,Poselenie Pervomajskoe,Argun,Kalmykia,259000,RU,5/12/2016 0:38,11/4/2019 8:26
49400475309,Other_Nat,67014,812 Spaight Pass,0749 Ridgeview Drive,Point,Filevskij Park,Prokhladnyy,Khakass,118000,RU,5/16/2003 9:47,11/1/2017 2:18
44035932901,Gaurdian_Non-Nat,2846,211 Cardinal Road,45401 Hanover Center,Crossing,Severnoe Medvedkovo,Krymsk,Kalmykia,879000,RU,7/1/2012 3:29,8/14/2018 17:47
9774608403,Work_Non-Nat,25,48117 Schmedeman Hill,04 Monterey Court,Road,Nekrasovka,Yalutorovsk,Bashkortostan,521000,RU,6/18/2003 2:05,5/10/2019 3:29
49530960405,Gaurdian_Non-Nat,823,25 Westport Parkway,023 Bashford Center,Road,Severnoe Izmajlovo,Kirovo-Chepetsk,Kalmykia,941000,RU,8/18/2003 10:25,9/5/2018 3:26
56546898806,Other_Non-Nat,70997,130 Fuller Avenue,75619 Shopko Trail,Avenue,Donskoe,Volkhov,Buryat,248000,RU,1/16/2017 13:24,9/27/2018 14:17
89734753407,Gaurdian_Non-Nat,33,61535 Talmadge Lane,7 Swallow Lane,Terrace,Perovo,Tyrnyauz,Karelia,484000,RU,12/25/2001 13:01,10/2/2020 6:08
84325578101,Work_Nat,9,96503 Shelley Court,6167 Kennedy Center,Court,Severnoe Medvedkovo,Kolchugino,North-Ossetia-Alania,777000,RU,11/18/2010 18:16,8/17/2020 3:40
79363328603,Gaurdian_Nat,6832,42 Cherokee Plaza,131 Dexter Crossing,Street,Bogorodskoe,Millerovo,Kabardino-Balkar,669000,RU,3/11/2008 1:10,7/18/2019 0:33
9255705204,Work_Nat,239,0 Northland Trail,51246 Portage Hill,Street,Pechatniki,Kovrov,Altai,857000,RU,6/7/2017 12:02,8/20/2020 7:14
15811063904,Gaurdian_Non-Nat,98,612 Cordelia Crossing,2341 Florence Hill,Park,Ochakovo-Matveevskoe,Protvino,Kabardino-Balkar,311000,RU,5/15/2017 4:24,4/7/2018 7:15
72557771004,Other_Non-Nat,315,0 Meadow Vale Point,759 Nevada Trail,Circle,Moskvorech'e-Saburovo,Starominskaya,Karachay-Cherkess,941000,RU,6/20/2008 21:24,8/1/2018 11:37
98690834407,Gaurdian_Non-Nat,204,7 Sunbrook Crossing,8 Kinsman Way,Center,Ljublino,Remontnoye,Khakass,118000,RU,4/22/2004 22:18,10/17/2020 19:33
58131722101,Other_Nat,23131,570 International Circle,666 Quincy Parkway,Parkway,Horoshevo-Mnevniki,Parma,Altai,357000,RU,11/17/2001 19:04,4/24/2017 3:10
44214401705,Other_Nat,527,1461 Golf Crossing,76 Jenifer Lane,Place,Basmannoe,Varygino,Karelia,555000,RU,5/24/2013 5:53,12/31/2018 23:07
50896418907,Work_Nat,1,6000 Randy Park,1 Sunfield Hill,Alley,Krasnosel'skoe,Artëm,Sakha,841000,RU,3/20/2016 23:24,5/5/2020 22:36
24786249400,Gaurdian_Non-Nat,3624,2 Stuart Point,9985 Buena Vista Parkway,Drive,Vojkovskoe,Vologda,Chechnya,264000,RU,1/28/2014 18:32,10/3/2018 9:10
17532290409,Home_Citzn,243,23064 Glacier Hill Parkway,99 Sutteridge Center,Court,Babushkinskoe,Aleksandrov,Tatarstan,777000,RU,7/29/2000 7:03,8/23/2018 2:12
75892434206,Gaurdian_Nat,99488,4606 Ridge Oak Way,12184 Montana Park,Crossing,Zapadnoe Degunino,Tula,Kalmykia,147000,RU,6/29/2011 21:05,4/12/2019 0:35
13749275200,Home_Citzn,25,28895 Rigney Trail,06960 Harper Hill,Center,Otradnoe,Zavodoukovsk,Khakass,163000,RU,1/24/2018 21:32,1/17/2019 11:06
63768606408,Home_Citzn,7,138 Cody Junction,365 Northview Trail,Park,Gagarinskoe,Goryachiy Klyuch,Tuva,163000,RU,11/6/2014 8:03,5/12/2020 11:17
61062307703,Work_Nat,9,8195 Hayes Terrace,656 Fairfield Alley,Drive,Bibirevo,Bagrationovsk,Khakass,941000,RU,11/18/2011 3:03,6/9/2020 22:35
67042682305,Gaurdian_Nat,1,908 Arrowood Park,00 Forest Run Terrace,Pass,Mitino,Sarapul,Tuva,823000,RU,12/5/2013 7:23,5/23/2018 8:39
44077260509,Work_Nat,27831,460 Artisan Trail,08 Saint Paul Pass,Hill,Shhukino,Zainsk,Kalmykia,374000,RU,9/4/2016 6:06,1/21/2017 11:24
73149881808,Home_Res,76,06 Chinook Avenue,620 Sullivan Alley,Pass,Vostochnoe,Volgodonsk,Ingushetia,667000,RU,3/24/2016 2:09,6/20/2018 8:17
98628079101,Other_Nat,4,564 Troy Parkway,596 Columbus Center,Trail,Nagatinskij Zaton,Kartaly,Dagestan,333000,RU,3/8/2012 14:55,8/8/2019 2:16
74497331808,Other_Non-Nat,1,72589 Meadow Ridge Hill,597 Thierer Junction,Road,Novokosino,Ust’-Ilimsk,Mari EL,153000,RU,8/9/2008 12:46,12/12/2018 21:24
61199741506,Work_Nat,7,201 Roth Terrace,9424 Annamark Pass,Place,Chertanovo Severnoe,Mikhaylovka,Bashkortostan,167000,RU,10/20/2010 7:01,12/9/2019 23:03
3303757706,Work_Non-Nat,92,6462 Hanover Alley,0959 Chive Plaza,Way,Donskoe,Safonovo,Khakass,611000,RU,8/21/2012 15:30,4/10/2019 10:53
61407332207,Gaurdian_Nat,1,8322 Donald Avenue,945 New Castle Hill,Park,Vnukovo,Taganrog,Buryat,521000,RU,12/21/2001 12:28,3/21/2020 14:52
31486720809,Other_Nat,6,0 Nelson Court,678 Melrose Way,Terrace,Pokrovskoe Streshnevo,Kurganinsk,Tuva,823000,RU,7/22/2016 16:46,1/3/2020 13:56
95753823007,Work_Nat,9,745 Jenna Park,78 Boyd Crossing,Way,Poselenie Pervomajskoe,Novoaleksandrovsk,Altai,101000,RU,7/15/2007 6:45,11/2/2020 15:47
14409090803,Home_Citzn,781,8 Morning Avenue,50 Arkansas Crossing,Court,Kapotnja,Konakovo,Mordovia,257000,RU,5/3/2020 10:13,10/23/2018 1:24
56994246100,Work_Nat,5,042 Haas Hill,027 Derek Road,Alley,Begovoe,Cherneya,Altai,347000,RU,4/16/2014 14:32,3/2/2018 4:34
15979882600,Work_Nat,604,7225 Sauthoff Park,18840 Hollow Ridge Drive,Trail,Jaroslavskoe,Kovrov,Bashkortostan,610000,RU,2/14/2020 12:08,10/9/2017 20:23
17740215306,Gaurdian_Nat,8896,49 Steensland Road,5 Derek Avenue,Lane,Taganskoe,Kulebaki,Khakass,741000,RU,2/27/2011 4:52,11/21/2017 6:11
35331597001,Gaurdian_Nat,3330,0 Thierer Road,70018 Anhalt Crossing,Crossing,Kuz'minki,Akhtubinsk,Adygey,473000,RU,11/28/2011 7:14,2/19/2018 9:34
83239430807,Work_Nat,11115,22 Dapin Point,4 Schmedeman Parkway,Point,Severnoe Medvedkovo,Shovgenovskiy,Altai,258000,RU,6/4/2012 9:01,8/7/2019 18:45
25754519900,Other_Non-Nat,79205,16 Hanover Way,89 Dottie Hill,Terrace,Dorogomilovo,Elektrostal,Tatarstan,589000,RU,6/29/2013 4:10,6/29/2017 19:12
74564291101,Other_Non-Nat,5,2095 Schmedeman Terrace,97 Gulseth Point,Parkway,Arbat,Shali,Kalmykia,758000,RU,11/14/2013 8:38,12/31/2018 0:04
47022011007,Other_Nat,41182,8928 Pond Court,1676 Elmside Circle,Trail,Ochakovo-Matveevskoe,Tara,Adygey,385000,RU,11/18/2004 22:24,5/4/2017 11:53
30842638303,Home_Citzn,6,557 Mayfield Way,3988 Grim Parkway,Way,Arbat,Naro-Fominsk,Ingushetia,895000,RU,10/23/2002 21:02,6/27/2020 18:41
74860180200,Gaurdian_Nat,63236,51675 Lakewood Road,9161 Glendale Drive,Pass,Zjuzino,Vyshniy Volochëk,Kabardino-Balkar,711000,RU,6/2/2012 7:09,7/29/2018 16:46
82515886500,Other_Nat,3,62675 Bultman Alley,29347 Arrowood Place,Junction,Chertanovo Juzhnoe,Vidnoye,Kalmykia,445000,RU,3/12/2009 12:30,11/20/2018 14:37
85260910500,Home_Res,600,1 Veith Crossing,8946 Superior Pass,Lane,Begovoe,Naberezhnyye Chelny,Ingushetia,246000,RU,5/5/2007 17:32,8/16/2019 23:16
47237732105,Other_Non-Nat,74452,3828 Prairie Rose Court,258 Twin Pines Parkway,Circle,Mar'ina Roshha,Severobaykalsk,North-Ossetia-Alania,888000,RU,3/6/2014 3:31,10/1/2018 20:51
24948008200,Home_Citzn,360,329 Forest Dale Pass,55215 Summit Crossing,Street,Poselenie Desjonovskoe,Kotelniki,Ingushetia,521000,RU,5/6/2008 8:27,12/21/2019 22:42
58459486605,Gaurdian_Non-Nat,18,926 West Trail,70927 Eagle Crest Place,Plaza,Sokolinaja Gora,Volosovo,Sakha,259000,RU,7/14/2000 6:51,7/28/2017 8:44
